Key,Source,Context,Changes,English,French,German,Klingon,Spanish
ulmSteelBarsDesc,blocks,Block,,Type: [decea3]Block[-] [4FCBFF](Rare)[-]\nCrafted: [decea3]Workbench[-]\nMaterial: [decea3]Iron[-]\n\nYou can see and shoot through Steel Bars and they offer better protection than Iron Bars.,,,,
ulmSteelBoots,items,Item,KgNone,Steel Boots,,,,
ulmSteelBootsDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [FDFF4F](Very Rare)[-]\nCrafted: [decea3]Workbench[-]\nMaterial: [decea3]Iron[-]\n\nProvides excellent protection against concussive and puncture damage, but no cold weather protection.",,,,
ulmSteelBootsSchematic,items,Item,KgNone,Steel Boots Schematic,,,,
ulmSteelBootsSchematicDesc,items,Item,,Type: [decea3]Schematic[-] [FDFF4F](Very Rare)[-]\nMaterial: [decea3]Paper[-]\n\nA set of instructions and measurements on how to craft Steel boots.,,,,
ulmSteelChestArmor,items,Item,KgNone,Steel Chest Armor,,,,
ulmSteelChestArmorDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [FDFF4F](Very Rare)[-]\nCrafted: [decea3]Workbench[-]\nMaterial: [decea3]Iron[-]\n\nProvides excellent protection against concussive and puncture damage, but no cold weather protection.",,,,
ulmSteelChestArmorSchematic,items,Item,KgNone,Steel Chest Armor Schematic,,,,
ulmSteelChestArmorSchematicDesc,items,Item,,Type: [decea3]Schematic[-] [FDFF4F](Very Rare)[-]\nMaterial: [decea3]Paper[-]\n\nA set of instructions and measurements on how to craft Steel chest armor.,,,,
ulmSteelClawHammer,items,Item,KgNone,Steel Claw Hammer,,,,
ulmSteelClawHammerDesc,items,Item,,Type: [decea3]Handheld Tool[-] [4FFFBE](Uncommon)[-]\nCrafted: [decea3]Workbench[-]\nMaterial: [decea3]Iron[-]\n\nGreat tool for repairing and upgrading base structures and can also be used as a weapon.,,,,
ulmSteelGloves,items,Item,KgNone,Steel Gloves,,,,
ulmSteelGlovesDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [FDFF4F](Very Rare)[-]\nCrafted: [decea3]Workbench[-]\nMaterial: [decea3]Iron[-]\n\nProvides excellent protection against concussive and puncture damage, but no cold weather protection.",,,,
ulmSteelGlovesSchematic,items,Item,KgNone,Steel Gloves Schematic,,,,
ulmSteelGlovesSchematicDesc,items,Item,,Type: [decea3]Schematic[-] [FDFF4F](Very Rare)[-]\nMaterial: [decea3]Paper[-]\n\nA set of instructions and measurements on how to craft Steel gloves.,,,,
ulmSteelHammerTip,items,Item,KgNone,Steel Hammer Tip,,,,
ulmSteelHammerTipDesc,items,Item,,Type: [decea3]Resource[-] [4FCBFF](Rare)[-]\nCrafted: [decea3]Smithing Table[-]\nRequires: [decea3]Blacksmith (Level 8)[-]\nMaterial: [decea3]Iron[-]\n\nAttach it to a handle to create a Steel Claw Hammer.,,,,
ulmSteelHelmet,items,Item,KgNone,Steel Helmet,,,,
ulmSteelHelmetDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [FDFF4F](Very Rare)[-]\nCrafted: [decea3]Workbench[-]\nMaterial: [decea3]Iron[-]\n\nProvides excellent protection against concussive and puncture damage, but no cold weather protection.",,,,
ulmSteelHelmetFL,items,Item,KgNone,Steel Helmet with Light,,,,
ulmSteelHelmetFLDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [FDFF4F](Very Rare)[-]\nCrafted: [decea3]Engineering Table[-]\nMaterial: [decea3]Iron[-]\n\nProvides excellent protection against concussive and puncture damage, but no cold weather protection.",,,,
ulmSteelHelmetSchematic,items,Item,KgNone,Steel Helmet Schematic,,,,
ulmSteelHelmetSchematicDesc,items,Item,,Type: [decea3]Schematic[-] [FDFF4F](Very Rare)[-]\nMaterial: [decea3]Paper[-]\n\nA set of instructions and measurements on how to craft Steel helmet.,,,,
ulmSteelHinge,items,Item,KgNone,Steel Hinge,,,,
ulmSteelHingeDesc,items,Item,,"Type: [decea3]Resource[-] [4FCBFF](Rare)[-]\nRequires: [decea3]Blacksmith (Level 7)[-]\nMaterial: [decea3]Iron[-]\n\nVery durable hinge for connecting two solid objects, allowing rotation between them.",,,,
ulmSteelIngot,items,Item,KgNone,Steel Ingot,,,,
ulmSteelIngotDesc,items,Item,,Type: [decea3]Resource[-] [4FCBFF](Rare)[-]\nCrafted: [decea3]Forge[-]\nRequires: [decea3]Blacksmith (Level 6)[-]\nMaterial: [decea3]Iron[-]\n\nA dense Steel Ingot.,,,,
ulmSteelLegArmor,items,Item,KgNone,Steel Leg Armor,,,,
ulmSteelLegArmorDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [FDFF4F](Very Rare)[-]\nCrafted: [decea3]Workbench[-]\nMaterial: [decea3]Iron[-]\n\nProvides excellent protection against concussive and puncture damage, but no cold weather protection.",,,,
ulmSteelLegArmorSchematic,items,Item,KgNone,Steel Leg Armor Schematic,,,,
ulmSteelLegArmorSchematicDesc,items,Item,,Type: [decea3]Schematic[-] [FDFF4F](Very Rare)[-]\nMaterial: [decea3]Paper[-]\n\nA set of instructions and measurements on how to craft Steel leg armor.,,,,
ulmSteelMinibikeChassis,items,Item,KgNone,Steel Minibike Frame,,,,
ulmSteelMinibikeChassisDesc,items,Item,,"Type: [decea3]Vehicle Part[-] [FDFF4F](Very Rare)[-]\nCrafted: [decea3]Workbench[-]\nRequires: [decea3]Minibikes For Dumbshits[-]\nMaterial: [decea3]Iron[-]\n\nCrafted by welding together iron pipes. To use the frame, put it in your toolbelt and place it on the ground to start assembling a minibike.",,,,
ulmSteelPick,items,Item,KgNone,Steel Pick,,,,
ulmSteelPickaxeBlade,items,Item,KgNone,Steel Pickaxe Blade,,,,
ulmSteelPickaxeBladeDesc,items,Item,,"Type: [decea3]Resource[-] [4FCBFF](Rare)[-]\nCrafted: [decea3]Smithing Table[-]\nRequires: [decea3]Blacksmith (Level 9)[-]\nMaterial: [decea3]Iron[-]\n\nAttach it to a handle to create a pickaxe, that you can use to harvest stone and metal from varous resources or blocks.",,,,
ulmSteelPickBlade,items,Item,KgNone,Steel Pick Blade,,,,
ulmSteelPickBladeDesc,items,Item,,"Type: [decea3]Resource[-] [4FCBFF](Rare)[-]\nCrafted: [decea3]Smithing Table[-]\nRequires: [decea3]Blacksmith (Level 7)[-]\nMaterial: [decea3]Iron[-]\n\nAttach it to a handle to create a pick, that you can use to harvest stone and metal from varous resources or blocks.",,,,
ulmSteelPickDesc,items,Item,,"Type: [decea3]Handheld Tool[-] [4FCBFF](Rare)[-]\nCrafted: [decea3]Workbench[-]\nMaterial: [decea3]Iron[-]\n\nLittle brother of Iron Pickaxe. Deals less damage, but you can swing it much faster because of the small weight.",,,,
ulmSteelPlating,items,Item,KgNone,[FF0000]Steel Plating (Legacy Item)[-],,,,
ulmSteelPlatingDesc,items,Item,,Type: [decea3]Trade item[-] \nMaterial: [decea3]Iron[-]\n\nThis item has been removed from the loot list and no longer has use in the game. Sell it to the trader while you can.,,,,
ulmSteelRebar,items,Item,KgNone,Steel Rebar,,,,
ulmSteelRebarDesc,items,Item,,Type: [decea3]Resource[-] [4FCBFF](Rare)[-]\nCrafted: [decea3]Smithing Table[-]\nRequires: [decea3]Blacksmith (Level 7)[-]\nMaterial: [decea3]Iron[-]\n\nUsed in construction of Steel bars.,,,,
ulmSteelSledgehammerBP,items,Item,KgNone,Steel Sledgehammer Schematic,,,,
ulmSteelSledgehammerBPDesc,items,Item,,Type: [decea3]Schematic[-] [FDFF4F](Very Rare)[-]\nMaterial: [decea3]Paper[-]\n\nTeaches how to forge a Steel Sledgehammer Tip and how to assemble it.,,,,
ulmSteelSledgehammerTip,items,Item,KgNone,Steel Sledgehammer Tip,,,,
ulmSteelSledgehammerTipDesc,items,Item,,Type: [decea3]Resource[-] [4FCBFF](Rare)[-]\nCrafted: [decea3]Smithing Table[-]\nRequires: [decea3]Iron Sledgehammer Schematic[-]\nMaterial: [decea3]Iron[-]\n\nAttach it to a handle to create a Steel Sledgehammer.,,,,
ulmStrangeDoll,items,Item,KgNone,Strange looking doll,,,,
ulmStrangeDollDesc,items,Item,,"Type: [decea3]Junk[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Plastic[-]\n\nLooks scary and familiar, but I can't seem to remember from where.",,,,
ulmStreetLight,blocks,Block,KgNone,Street Light,,,,
ulmStreetLightDesc,blocks,Block,,Type: [decea3]Light Source[-] [4FCBFF](Rare)[-]\nCrafted: [decea3]Workbench[-]\nMaterial: [decea3]Iron[-]\n\nUse the wiring tool to connect a power source to this light and you should be able to turn it on.,,,,
ulmSugar,items,Item,KgNone,Sugar Portion,,,,
ulmSugarBar,items,Item,KgNone,[FF0000]Sugar Bar (Legacy Item)[-],,,,
ulmSugarBarDesc,items,Item,,Type: [decea3]Trade item[-] \nMaterial: [decea3]Organic[-]\n\nThis item has been removed from the loot list and no longer has use in the game. Sell it to the trader while you can.,,,,
ulmSugarDesc,items,Item,,Type: [decea3]Food Ingredient[-] [4FFFBE](Uncommon)[-]\nCrafted: [decea3]Backpack Inventory[-]\nMaterial: [decea3]Organic[-]\n\nA handful of loose sugar cubes. Used in cooking various foods.,,,,
ulmSugarPack,items,Item,KgNone,Sugar Package,,,,
ulmSugarPackDesc,items,Item,,"Type: [decea3]Food Ingredient[-] [4FFFBE](Uncommon)[-]\nMaterial: [decea3]Paper[-]\n\nA package of sugar. It's very sweet, but not very good for you on its own. Used in cooking.",,,,
ulmSulfur,items,Item,KgNone,Sulfur Powder,,,,
ulmSulfurCleaner,items,Item,KgNone,Carpet Cleaner,,,,
ulmSulfurCleanerDesc,items,Item,,Type: [decea3]Junk[-] [4FCBFF](Rare)[-]\nMaterial: [decea3]Sulfur[-]\n\nUsed to clean carpets. Contains small amount of sulfur.,,,,
ulmSulfurCream,items,Item,KgNone,Sulfur Skin Cream,,,,
ulmSulfurCreamDesc,items,Item,,Type: [decea3]Junk[-] [4FCBFF](Rare)[-]\nMaterial: [decea3]Sulfur[-]\n\nMultipurpose sulfur activated skin care cream for treating Mites & Other Itchy Skin Conditions. Contains a small amount of sulfur.,,,,
ulmSulfurDesc,items,Item,,"Type: [decea3]Resource[-] [4FCBFF](Rare)[-]\nCrafted: [decea3]Chemistry Station, Scrapping[-]\nMaterial: [decea3]Sulfur[-]\n\nPrimarily made by scrapping sulfur ore, and is used to make gunpowder. Can also be extracted from eggs or rotting flesh.",,,,
ulmSulfuricAcid,items,Item,KgNone,Sulfuric Acid,,,,
ulmSulfuricAcidDesc,items,Item,,"Type: [decea3]Junk[-] [4FCBFF](Rare)[-]\nCrafted: [decea3]Chemistry Station[-]\nMaterial: [decea3]Sulfur[-]\n\nUsed in various cleaning agents and as an electrolyte in lead-acid batteries. Also used in mineral processing, fertilizer manufacturing, and oil refining.",,,,
ulmSulfurOre,items,Item,KgNone,Sulfur Ore,,,,
ulmSulfurOreDesc,items,Item,,Type: [decea3]Resource[-] [4FCBFF](Rare)[-]\nMaterial: [decea3]Sulfur[-]\n\nCan be processed to get sulfur powder by scrapping. Sulfur powder is one of the ingredients for gunpowder.,,,,
ulmSW627,items,Item,KgNone,Revolver,,,,
ulmSW627_bp,items,Item,KgNone,Revolver Schematic,,,,
ulmSW627_bpDesc,items,Item,,"Type: [decea3]Schematic[-] [4FFFBE](Uncommon)[-]\nMaterial: [decea3]Paper[-]\n\nLearn how to assemble, repair and augment a Revolver Gun by reading this schematic.",,,,
ulmSW627Desc,items,Item,,Type: [decea3]Range Weapon[-] [4FFFBE](Uncommon)[-]\nAmmo: [decea3].357[-]\nClip Size: [decea3]8[-]\nMaterial: [decea3]Iron[-]\n\nRepairing or re-assembling requires schematic.,,,,
ulmSyringe,items,Item,KgNone,Plastic Syringe,,,,
ulmSyringeDesc,items,Item,,"Type: [decea3]Resource[-] [4FFFBE](Uncommon)[-]\nCrafted: [decea3]Engineering Table[-]\nMaterial: [decea3]Plastic[-]\n\nIt might not look clean from the outside, but it's still pretty safe to be used in combination with some drugs.",,,,
ulmTacco,items,Item,KgNone,Taco,,,,
ulmTaccoDesc,items,Item,,Type: [decea3]Food[-] [4FFFBE](Uncommon)[-]\nMaterial: [decea3]Organic[-]\n\nFine looking Tacco.,,,,
ulmTapeVHS,items,Item,KgNone,VHS Tape,,,,
ulmTapeVHSDesc,items,Item,,"Type: [decea3]Junk[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Plastic[-]\n\nAn old VHS tape. Hard to tell what's on it, because there is no label.",,,,
ulmTeaBag,items,Item,KgNone,[FF0000]Tea Bag (Legacy Item)[-],,,,
ulmTeaBagDesc,items,Item,,Type: [decea3]Trade item[-] \nMaterial: [decea3]Organic[-]\n\nThis item has been removed from the loot list and no longer has use in the game. Sell it to the trader while you can.,,,,
ulmTeddyBear,items,Item,KgNone,Teddy Bear,,,,
ulmTeddyBearDesc,items,Item,,Type: [decea3]Trade item[-] [4FFFBE](Uncommon)[-]\nMaterial: [decea3]Cloth[-]\n\nOnce was an entertaining toy. Burnable and salvageable to get a small amount of cloth. Some traders might be interested buying this.,,,,
ulmTennisBall,items,Item,KgNone,Tennis Ball,,,,
ulmTennisBallDesc,items,Item,,Type: [decea3]Junk[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Rubber[-]\n\nA Tennis Ball. Nothing special about it. Not sure where could it be used for.,,,,
ulmTequila,items,Item,KgNone,Tequila,,,,
ulmTequilaDesc,items,Item,,Type: [decea3]Alcohol[-] [4FFFBE](Uncommon)[-]\nMaterial: [decea3]Glass[-]\n\nIt looks like it could be Tequila.,,,,
ulmTexcubMagnet,items,Item,KgNone,Squirrel Magnet Sticker,,,,
ulmTexcubMagnetDesc,items,Item,,"Type: [decea3]Trade item[-] [4FCBFF](Rare)[-]\nMaterial: [decea3]Iron[-]\n\nA Squirrel fridge magnet, that says TexCubSF on it. I don't think this has much use other than trying to sell it to a trader, that might be interested in buying something like this.",,,,
ulmThreadSpool,items,Item,KgNone,Thread Spool,,,,
ulmThreadSpoolDesc,items,Item,,Type: [decea3]Junk[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Plastic[-]\n\nIt can be used in crafting fine clothing.,,,,
ulmTimerClock,items,Item,KgNone,Timer Clock,,,,
ulmTimerClockDesc,items,Item,,Type: [decea3]Resource[-] [4FFFBE](Uncommon)[-]\nMaterial: [decea3]Plastic[-]\n\nA simple timer that doesn't require batteries to run.,,,,
ulmTitaniumBars,blocks,Block,KgNone,Bars (Titanium),,,,
ulmTitaniumBarsC,blocks,Block,KgNone,"Bars (Titanium, Centered)",,,,
ulmTitaniumBarsCDesc,blocks,Block,,Type: [decea3]Block[-] [FF684F](Extremely Rare)[-]\nCrafted: [decea3]Workbench[-]\nMaterial: [decea3]Titanium[-]\n\nYou can see and shoot through Titanium Bars and they offer better protection than Stainless Steel Bars.,,,,
ulmTitaniumBarsDesc,blocks,Block,,Type: [decea3]Block[-] [FF684F](Extremely Rare)[-]\nCrafted: [decea3]Workbench[-]\nMaterial: [decea3]Titanium[-]\n\nYou can see and shoot through Titanium Bars and they offer better protection than Stainless Steel Bars.,,,,
ulmTitaniumBoots,items,Item,KgNone,Titanium Boots,,,,
ulmTitaniumBootsDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [FF684F](Extremely Rare)[-]\nCrafted: [decea3]Workbench[-]\nMaterial: [decea3]Titanium[-]\n\nProvides exceptional protection against concussive and puncture damage, but no cold weather protection.",,,,
ulmTitaniumBootsSchematic,items,Item,KgNone,Titanium Boots Schematic,,,,
ulmTitaniumBootsSchematicDesc,items,Item,,Type: [decea3]Schematic[-] [FF684F](Extremely Rare)[-]\nMaterial: [decea3]Paper[-]\n\nA set of instructions and measurements on how to craft Titanium boots.,,,,
ulmTitaniumChestArmor,items,Item,KgNone,Titanium Chest Armor,,,,
ulmTitaniumChestArmorDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [FF684F](Extremely Rare)[-]\nCrafted: [decea3]Workbench[-]\nMaterial: [decea3]Titanium[-]\n\nProvides exceptional protection against concussive and puncture damage, but no cold weather protection.",,,,
ulmTitaniumChestArmorSchematic,items,Item,KgNone,Titanium Chest Armor Schematic,,,,
ulmTitaniumChestArmorSchematicDesc,items,Item,,Type: [decea3]Schematic[-] [FF684F](Extremely Rare)[-]\nMaterial: [decea3]Paper[-]\n\nA set of instructions and measurements on how to craft Titanium chest armor.,,,,
ulmTitaniumClawHammer,items,Item,KgNone,Titanium Claw Hammer,,,,
ulmTitaniumClawHammerDesc,items,Item,,Type: [decea3]Handheld Tool[-] [4FCBFF](Rare)[-]\nCrafted: [decea3]Workbench[-]\nMaterial: [decea3]Iron[-]\n\nGreat tool for repairing and upgrading base structures and can also be used as a weapon.,,,,
ulmTitaniumFireaxe,items,Item,KgNone,Titanium Fireaxe,,,,
ulmTitaniumFireaxeDesc,items,Item,,Type: [decea3]Handheld Tool[-] [FDFF4F](Very Rare)[-]\nCrafted: [decea3]Workbench[-]\nMaterial: [decea3]Iron[-]\n\nExcellent tool for harvesting wood and has better chance to dismember than most weapons.,,,,
ulmTitaniumGloves,items,Item,KgNone,Titanium Gloves,,,,
ulmTitaniumGlovesDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [FF684F](Extremely Rare)[-]\nCrafted: [decea3]Workbench[-]\nMaterial: [decea3]Titanium[-]\n\nProvides exceptional protection against concussive and puncture damage, but no cold weather protection.",,,,
ulmTitaniumGlovesSchematic,items,Item,KgNone,Titanium Gloves Schematic,,,,
ulmTitaniumGlovesSchematicDesc,items,Item,,Type: [decea3]Schematic[-] [FF684F](Extremely Rare)[-]\nMaterial: [decea3]Paper[-]\n\nA set of instructions and measurements on how to craft Titanium gloves.,,,,
ulmTitaniumHammerTip,items,Item,KgNone,Titanium Hammer Tip,,,,
ulmTitaniumHammerTipDesc,items,Item,,Type: [decea3]Resource[-] [FDFF4F](Very Rare)[-]\nCrafted: [decea3]Smithing Table[-]\nRequires: [decea3]Blacksmith (Level 11)[-]\nMaterial: [decea3]Titanium[-]\n\nAttach it to a handle to create a Titanium Claw Hammer.,,,,
ulmTitaniumHelmet,items,Item,KgNone,Titanium Helmet,,,,
ulmTitaniumHelmetDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [FF684F](Extremely Rare)[-]\nCrafted: [decea3]Workbench[-]\nMaterial: [decea3]Titanium[-]\n\nProvides exceptional protection against concussive and puncture damage, but no cold weather protection.",,,,
ulmTitaniumHelmetFL,items,Item,KgNone,Titanium Helmet with Light,,,,
ulmTitaniumHelmetFLDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [FF684F](Extremely Rare)[-]\nCrafted: [decea3]Engineering Table[-]\nMaterial: [decea3]Titanium[-]\n\nProvides exceptional protection against concussive and puncture damage, but no cold weather protection.",,,,
ulmTitaniumHelmetSchematic,items,Item,KgNone,Titanium Helmet Schematic,,,,
ulmTitaniumHelmetSchematicDesc,items,Item,,Type: [decea3]Schematic[-] [FF684F](Extremely Rare)[-]\nMaterial: [decea3]Paper[-]\n\nA set of instructions and measurements on how to craft Titanium helmet.,,,,
ulmTitaniumIngot,items,Item,KgNone,Titanium Ingot,,,,
ulmTitaniumIngotDesc,items,Item,,Type: [decea3]Resource[-] [FDFF4F](Very Rare)[-]\nCrafted: [decea3]Forge[-]\nRequires: [decea3]Blacksmith (Level 10)[-]\nMaterial: [decea3]Titanium[-]\n\nUsed in construction of titanium based alloys.,,,,
ulmTitaniumLegArmor,items,Item,KgNone,Titanium Leg Armor,,,,
ulmTitaniumLegArmorDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [FF684F](Extremely Rare)[-]\nCrafted: [decea3]Workbench[-]\nMaterial: [decea3]Titanium[-]\n\nProvides exceptional protection against concussive and puncture damage, but no cold weather protection.",,,,
ulmTitaniumLegArmorSchematic,items,Item,KgNone,Titanium Leg Armor Schematic,,,,
ulmTitaniumLegArmorSchematicDesc,items,Item,,Type: [decea3]Schematic[-] [FF684F](Extremely Rare)[-]\nMaterial: [decea3]Paper[-]\n\nA set of instructions and measurements on how to craft Titanium leg armor.,,,,
ulmTitaniumMinibikeChassis,items,Item,KgNone,Titanium Minibike Frame,,,,
ulmTitaniumMinibikeChassisDesc,items,Item,,"Type: [decea3]Vehicle Part[-] [FF684F](Extremely Rare)[-]\nCrafted: [decea3]Workbench[-]\nRequires: [decea3]Minibikes For Dumbshits[-]\nMaterial: [decea3]Titanium[-]\n\nCrafted by welding together iron pipes. To use the frame, put it in your toolbelt and place it on the ground to start assembling a minibike.",,,,
ulmTitaniumOre,items,Item,KgNone,Titanium Ore,,,,
ulmTitaniumOreDesc,items,Item,,Type: [decea3]Resource[-] [FDFF4F](Very Rare)[-]\nMaterial: [decea3]Titanium[-]\n\nUsed in construction of titanium based alloys.,,,,
ulmTitaniumPick,items,Item,KgNone,Titanium Pick,,,,
ulmTitaniumPickaxe,items,Item,KgNone,Titanium Pickaxe,,,,
ulmTitaniumPickaxeBlade,items,Item,KgNone,Titanium Pickaxe Blade,,,,
ulmTitaniumPickaxeBladeDesc,items,Item,,"Type: [decea3]Resource[-] [FDFF4F](Very Rare)[-]\nCrafted: [decea3]Smithing Table[-]\nRequires: [decea3]Blacksmith (Level 12)[-]\nMaterial: [decea3]Titanium[-]\n\nAttach it to a handle to create a pickaxe, that you can use to harvest stone and metal from varous resources or blocks.",,,,
ulmTitaniumPickaxeDesc,items,Item,,"Type: [decea3]Handheld Tool[-] [FF684F](Extremely Rare)[-]\nCrafted: [decea3]Workbench[-]\nMaterial: [decea3]Iron[-]\n\nPickaxes are best used for breaking stone, metal and harvesting minerals.",,,,
ulmTitaniumPickBlade,items,Item,KgNone,Titanium Pick Blade,,,,
ulmTitaniumPickBladeDesc,items,Item,,"Type: [decea3]Resource[-] [FDFF4F](Very Rare)[-]\nCrafted: [decea3]Smithing Table[-]\nRequires: [decea3]Blacksmith (Level 10)[-]\nMaterial: [decea3]Titanium[-]\n\nAttach it to a handle to create a pick, that you can use to harvest stone and metal from varous resources or blocks.",,,,
ulmTitaniumPickDesc,items,Item,,"Type: [decea3]Handheld Tool[-] [FDFF4F](Very Rare)[-]\nCrafted: [decea3]Workbench[-]\nMaterial: [decea3]Iron[-]\n\nLittle brother of Iron Pickaxe. Deals less damage, but you can swing it much faster because of the small weight.",,,,
ulmTitaniumRebar,items,Item,KgNone,Titanium Rebar,,,,
ulmTitaniumRebarDesc,items,Item,,Type: [decea3]Resource[-] [FDFF4F](Very Rare)[-]\nCrafted: [decea3]Smithing Table[-]\nRequires: [decea3]Blacksmith (Level 11)[-]\nMaterial: [decea3]Titanium[-]\n\nUsed in construction of Titanium Bars.,,,,
ulmTitaniumShovel,items,Item,KgNone,Titanium Shovel,,,,
ulmTitaniumShovelDesc,items,Item,,"Type: [decea3]Handheld Tool[-] [FDFF4F](Very Rare)[-]\nCrafted: [decea3]Workbench[-]\nMaterial: [decea3]Iron[-]\n\nVery durable  and ideal tool for digging through earth, sand or snow.",,,,
ulmTitaniumSledgehammerBP,items,Item,KgNone,Titanium Sledgehammer Schematic,,,,
ulmTitaniumSledgehammerBPDesc,items,Item,,Type: [decea3]Schematic[-] [FDFF4F](Very Rare)[-]\nMaterial: [decea3]Paper[-]\n\nTeaches how to forge a Titanium Sledgehammer Tip and how to assemble it.,,,,
ulmTitaniumSledgehammerTip,items,Item,KgNone,Titanium Sledgehammer Tip,,,,
ulmTitaniumSledgehammerTipDesc,items,Item,,Type: [decea3]Resource[-] [FDFF4F](Very Rare)[-]\nCrafted: [decea3]Smithing Table[-]\nRequires: [decea3]Iron Sledgehammer Schematic[-]\nMaterial: [decea3]Titanium[-]\n\nAttach it to a handle to create a Titanium Sledgehammer.,,,,
